metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1778568255.129,elite,7684.6676078851,1776110202.3998,AS43641 SOLLUTIUM EU Sp z.o.o.,Sollutium-NL,Haarlem,Europe,EU,Netherlands,NL,,False,SOLLUTIUM EU Sp z.o.o.,52.3803,4.6422,False,Freenet LTD,True,North Holland,success,Europe/Amsterdam,2011,1778528383,1778568316.954,9050,socks5,195.160.223.99:9050,True,14592.852115631,3751,8859,29.746233148295,195.160.223.99
True,1778568000.9434,elite,5578.8147091866,1778467809.8793,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778464028,1778568316.7073,35496,http,131.153.163.162:35496,False,2651.3471603394,160,232,40.816326530612,131.153.163.162
True,1778543999.7055,elite,1025.3070307298,1774629556.2817,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Sydney,Oceania,OC,Australia,AU,,True,"DigitalOcean, LLC",-33.8978,151.1899,False,"DigitalOcean, LLC",True,New South Wales,success,Australia/Sydney,2015,1778258697,1778568316.6089,8080,http,170.64.170.204:8080,False,513.59343528748,89440,4978,94.727700226652,170.64.170.204
True,1778568316.5123,elite,4523.7661213839,1738248079.384,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Dubai,Asia,AS,United Arab Emirates,AE,,True,Alibaba Cloud LLC,25.0734,55.2979,False,ALICLOUD-UAE,True,Dubai,success,Asia/Dubai,,1778175825,1778568316.5123,9200,http,47.91.109.17:9200,False,2259.9990367889,3583,393169,0.90308303423801,47.91.109.17
True,1778568315.9912,elite,6621.7087222182,1778439675.7509,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778437092,1778568315.9912,32702,http,131.153.163.162:32702,False,5726.9630432129,184,340,35.114503816794,131.153.163.162
True,1778567675.7196,elite,2761.2578896976,1777712566.056,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778314710,1778568315.9628,569,http,157.90.10.15:569,False,3082.3805332184,6022,3760,61.562052749949,157.90.10.15
True,1778567836.0713,transparent,5450.3769819456,1775706812.9114,AS149878 PT Callysta Total Solusindo,IDNIC-CTSOLUSINDO-AS-ID,Wonosobo,Asia,AS,Indonesia,ID,,False,PT Callysta Total Solusindo,-7.35889,109.903,False,PT Callysta Total Solusindo,True,Central Java,success,Asia/Jakarta,,1778136318,1778568315.7862,1111,http,103.189.116.6:1111,False,2982.851266861,6230,25509,19.628847789785,103.189.116.6
True,1778567740.2033,transparent,7302.3411346428,1754602440.7758,AS272387 WAVES LINKS SERVICIOS DE COMUNICACIONES E INFORMATICA SAS DE CV,WAVES LINKS SERVICIOS DE COMUNICACIONES E INFORMATICA SAS DE CV,Uruapan,North America,,Mexico,MX,,False,Waves Links Servicios De Comunicaciones E Informatica SAS De CV,19.3884,-102.0677,False,Waves Links Servicios De Comunicaciones E Informatica S.a.s. De C.V,True,Michoacán,success,America/Mexico_City,60090,1778101674,1778568315.5887,999,http,38.7.138.33:999,False,4745.6266880035,2849,14580,16.346319352803,38.7.138.33
True,1778504399.3539,transparent,2442.2096495029,1772795666.4875,AS9318 SK Broadband Co Ltd,SKB-AS,Jongno-gu,Asia,AS,South Korea,KR,,False,SK Broadband Co Ltd,37.575,126.9778,False,broadNnet,True,Seoul,success,Asia/Seoul,031,1778239081,1778568315.3564,3128,http,1.231.81.166:3128,False,1125.871181488,141343,9841,93.490713302995,1.231.81.166
True,1778568315.2576,elite,3786.7676353806,1776086262.0268,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Bengaluru,Asia,AS,India,IN,,True,"DigitalOcean, LLC",12.9753,77.591,False,"DigitalOcean, LLC",True,Karnataka,success,Asia/Kolkata,560100,1778503116,1778568315.2576,8118,http,139.59.59.122:8118,False,531.05592727661,3796,15081,20.109127509668,139.59.59.122
True,1778568315.2329,elite,10125.375121058,1776699094.4581,AS26383 Baxet Group Inc.,ASNET,Vilnius,Europe,EU,Lithuania,LT,,False,Baxet Group Inc.,54.6876,25.2806,False,Baxet Group Inc,False,Vilnius,success,Europe/Vilnius,02021,1778511128,1778568315.2329,9065,socks5,194.87.106.81:9065,True,15437.389373779,1501,9157,14.083317695628,194.87.106.81
True,1778567878.682,transparent,7641.0700430972,1710870662.0164,AS266725 SOLUTION LAN S.A,SOLUTION LAN S.A,Morón,South America,SA,Argentina,AR,,False,Solution LAN S.A,-34.6438,-58.6096,False,INTERFLASH XD,True,Buenos Aires,success,America/Argentina/Buenos_Aires,1708,1777971209,1778568314.7655,999,http,45.65.227.97:999,False,20326.621294022,55415,757963,6.8129455185658,45.65.227.97
True,1778567846.4542,transparent,5677.7016302665,1754963714.6674,AS153840 PT Andalas Solusi Network,IDNIC-ASNETWORK-AS-ID,Kurungannyawa,Asia,AS,Indonesia,ID,,False,PT Andalas Solusi Network,-4.23804,104.465,False,Indonesia Network Information Center,True,South Sumatra,success,Asia/Jakarta,,1778561371,1778568314.7566,8080,http,163.227.149.135:8080,False,3114.6075725555,3776,28578,11.670890770847,163.227.149.135
True,1778568314.5841,transparent,5633.4167757012,1768729619.3757,AS202561 High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.,highspeed,Antakya,Asia,AS,Türkiye,TR,,False,High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.,36.2054,36.1617,False,High Speed Telekomunikasyon VE Haberlesme Hizmetleri Ltd. STI,True,Hatay,success,Europe/Istanbul,31030,1778407472,1778568314.5841,8080,http,188.132.222.135:8080,False,10732.647180557,19606,206369,8.6761809934727,188.132.222.135
True,1778568314.5724,elite,8712.0919809622,1778346543.4419,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778344297,1778568314.5724,53248,http,174.138.165.122:53248,False,10823.806762695,340,734,31.657355679702,174.138.165.122
True,1778567934.4433,transparent,7020.3816247616,1710565342.46,AS21003 General Post and Telecommunication Company (GPTC),GPTC-AS,Tripoli,Africa,AF,Libya,LY,,False,"LTT Autonomous System, Tripoli Libya",32.8908,13.1796,False,Rawafed,True,Tripoli,success,Africa/Tripoli,,1778511474,1778568314.2912,8080,http,102.68.128.218:8080,False,3648.7610340118,39156,543524,6.7199835244045,102.68.128.218
True,1778568314.0714,elite,8609.2486928721,1778388462.6623,AS135097 LUOGELANG (FRANCE) LIMITED,MYCLOUD-AS-AP,Chai Wan,Asia,AS,Hong Kong,HK,,False,CloudFly Net Inc Pending,22.2678,114.236,False,CloudFly Net Inc,True,Eastern District,success,Asia/Hong_Kong,,1778384836,1778568314.0714,40179,http,154.220.66.41:40179,False,8416.8848991394,62,564,9.9041533546326,154.220.66.41
True,1778568313.9133,elite,8119.4220516417,1778512059.5556,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778508990,1778568313.9133,38776,http,174.138.165.122:38776,False,9129.3075084686,54,133,28.877005347594,174.138.165.122
True,1778568313.4979,elite,11614.795021087,1776118179.729,AS24940 Hetzner Online GmbH,HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,49.4527,11.0783,False,Hetzner,True,Bavaria,success,Europe/Berlin,90403,1778532384,1778568313.4979,8028,socks5,5.75.168.247:8028,True,1856.7109107971,1203,5795,17.190625893112,5.75.168.247
True,1778568313.4765,elite,1090.4511610667,1778566432.6648,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778565638,1778568313.4765,30353,http,131.153.163.166:30353,False,1211.7216587067,6,2,75.0,131.153.163.166
True,1778568313.4327,elite,12564.097627109,1778460232.0346,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456698,1778568313.4327,20443,http,174.138.165.122:20443,False,14940.890073776,151,244,38.227848101266,174.138.165.122
True,1778568313.3863,elite,6773.6576450876,1778471037.4627,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778470206,1778568313.3863,54145,socks5,131.153.163.162:54145,True,6721.1310863495,166,216,43.455497382199,131.153.163.162
True,1778568313.3783,elite,10746.736587622,1778457765.7796,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778457209,1778568313.3783,24255,http,174.138.165.126:24255,False,13191.255092621,78,289,21.25340599455,174.138.165.126
True,1778567869.2033,elite,9465.1857620694,1778467844.8802,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778464926,1778568313.217,39593,http,174.138.165.122:39593,False,6418.9095497131,193,200,49.10941475827,174.138.165.122
True,1778568175.8232,transparent,5938.416005952,1764155512.1573,AS136121 PT Digital Media Telematika,DIGITNET-AS-ID,Lamongan,Asia,AS,Indonesia,ID,,False,DIGITNET,-7.1203,112.4153,False,,True,East Java,success,Asia/Jakarta,62218,1778494414,1778568312.9735,8090,http,103.154.230.116:8090,False,5497.5650310516,4173,16848,19.851576994434,103.154.230.116
True,1778568312.9552,transparent,6514.5961832275,1750609329.5208,AS141055 Sekolah Tinggi Teknik - PLN,IDNIC-STTPLN-AS-ID,Ciputat,Asia,AS,Indonesia,ID,,False,Sekolah Tinggi Teknik - PLN,-6.16934,106.727,False,Sekolah Tinggi Teknik - PLN,False,West Java,success,Asia/Jakarta,15411,1778269564,1778568312.9552,8080,http,103.149.118.51:8080,False,10209.810256958,2795,13431,17.225440650807,103.149.118.51
True,1778568312.927,elite,9054.1031611089,1770199908.2468,AS26383 Baxet Group Inc.,ASNET,Vilnius,Europe,EU,Lithuania,LT,,False,Baxet Group Inc.,54.6876,25.2806,False,Baxet Group Inc,False,Vilnius,success,Europe/Vilnius,02021,1778507920,1778568312.927,9065,socks4,194.87.106.81:9065,True,10853.288650513,10494,52117,16.760633115587,194.87.106.81
True,1778568312.5113,transparent,5391.1116566127,1778099251.9629,AS273170 LATENCIA 0 SA,LATENCIA 0 SA,Maipú,South America,SA,Argentina,AR,,False,Latencia 0 SA,-32.9842,-68.7783,False,Latencia 0 SA,False,Mendoza,success,America/Argentina/Mendoza,5517,1778097865,1778568312.5113,999,http,38.211.245.53:999,False,3652.6288986206,2503,1872,57.211428571429,38.211.245.53
True,1778567942.9998,elite,8603.4288824509,1778327451.5203,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778323631,1778568312.3117,8092,http,131.153.163.163:8092,False,13150.725841522,593,720,45.163747143945,131.153.163.163
True,1778568200.1063,transparent,8118.8949337273,1777582822.6415,AS272891 INVERSIONES TECNOLOGICAS UNO SPA,INVERSIONES TECNOLOGICAS UNO SPA,Santiago,South America,SA,Chile,CL,,False,Grupo ZGH SPA,-33.4521,-70.6536,False,Grupo ZGH SpA,False,Santiago Metropolitan,success,America/Santiago,34033,1778185186,1778568312.2777,999,http,38.7.223.3:999,False,6699.4824409485,1286,5983,17.691566928051,38.7.223.3
True,1778568312.2375,transparent,5414.2930539197,1778314169.5385,AS8053 IFX Networks Venezuela C.A.,IFX Networks Venezuela C.A.,Caracas,South America,SA,Venezuela,VE,,False,IFX Networks Venezuela C.A.,10.4873,-66.8738,False,IFX Networks Venezuela C.A,False,Distrito Federal,success,America/Caracas,,1778313406,1778568312.2375,999,http,190.94.232.157:999,False,1465.6066894531,378,938,28.723404255319,190.94.232.157
True,1778567712.2204,elite,5685.5366630374,1774408217.5103,"AS45305 Lintas Data Prima, PT",LDP-AS-ID,Sragen,Asia,AS,Indonesia,ID,,False,"Lintas Data Prima, PT",-7.4016,111.0194,False,CV FOG Architec,False,Central Java,success,Asia/Jakarta,57212,1778041065,1778568312.2113,1080,http,103.189.97.38:1080,False,10517.084360123,9410,63464,12.912698630513,103.189.97.38
True,1778568312.0703,elite,6194.8768896335,1750611854.1373,"AS38901 EZECOM CO., LTD.",EZECOM-AS-AP,Phnom Penh,Asia,AS,Cambodia,KH,,False,"EZECOM CO., LTD.",11.5583,104.9121,False,EZECOM limited,True,Phnom Penh,success,Asia/Phnom_Penh,,1778147424,1778568312.0703,25,http,110.74.195.34:25,False,4174.2713451385,55468,289392,16.08420808444,110.74.195.34
True,1778567819.9123,transparent,5147.1716014003,1771596617.4044,AS152060 PT Surya Bestari Lestari,IDNIC-SBLNET-AS-ID,Cileungsir,Asia,AS,Indonesia,ID,,False,PT Surya Bestari Lestari,-6.39472,106.959,False,PT Surya Bestari Lestari,True,West Java,success,Asia/Jakarta,,1778559293,1778568311.9634,8181,http,113.192.1.138:8181,False,3242.506980896,7662,88151,7.9968271528916,113.192.1.138
True,1778568311.8808,transparent,5810.1979909652,1772429307.9116,AS4808 China Unicom Beijing Province Network,CHINA169-BJ,Beijing,Asia,AS,China,CN,,False,China Unicom Beijing Province Network,39.911,116.395,False,,True,Beijing,success,Asia/Shanghai,,1778478263,1778568311.8808,9000,http,111.199.234.50:9000,False,2853.7156581879,17256,121006,12.480652673909,111.199.234.50
True,1778562325.8617,elite,1367.7572714572,1778363517.1953,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Santa Clara,North America,,United States,US,,True,Shenzhen Tencent Computer Systems Company Limited,37.353,-121.9544,False,"Tencent Cloud Computing (Beijing) Co., Ltd",False,California,success,America/Los_Angeles,95052,1778360992,1778568311.6722,1080,socks5,43.162.114.110:1080,True,2009.7982883453,906,15,98.371335504886,43.162.114.110
True,1778568311.5619,transparent,6059.9992478172,1777875829.132,AS272964 TAMAYO MAGDA JUDITH,TAMAYO MAGDA JUDITH,28 de Noviembre,South America,SA,Argentina,AR,,False,Tamayo Magda Judith,-51.5844,-72.2136,False,Tamayo Magda Judith,False,Santa Cruz,success,America/Argentina/Rio_Gallegos,9407,1778480732,1778568311.5619,999,http,138.117.13.65:999,False,4366.9505119324,2057,3681,35.848727779714,138.117.13.65
True,1778567801.6698,elite,3046.483560177,1776269175.4778,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778052047,1778568311.3181,57520,http,157.90.10.15:57520,False,8398.2582092285,14603,11815,55.276705276705,157.90.10.15
True,1778567919.004,transparent,4970.5574357994,1763458769.5842,AS16276 OVH SAS,OVH,Reston,North America,,United States,US,,True,OVH SAS,38.9609,-77.3429,False,OVH US LLC,True,Virginia,success,America/New_York,20190,1777976990,1778568311.3181,3128,http,15.204.151.149:3128,False,9971.3926315308,22534,237933,8.6513838605274,15.204.151.149
True,1778568311.1035,transparent,5358.130654534,1774041525.8515,AS142201 PT Axindo Infinitas Network,IDNIC-AXINDO-AS-ID,Pringsewu,Asia,AS,Indonesia,ID,,False,PT Axindo Infinitas Network,-5.3163,104.9346,False,Indonesia Network Information Center,True,Lampung,success,Asia/Jakarta,35373,1778550365,1778568311.1035,8181,http,192.232.48.19:8181,False,9468.2607650757,6141,40958,13.038493386271,192.232.48.19
True,1778568311.0836,transparent,5387.7567733642,1774130328.7016,AS152060 PT Surya Bestari Lestari,IDNIC-SBLNET-AS-ID,Cileungsir,Asia,AS,Indonesia,ID,,False,PT Surya Bestari Lestari,-6.39472,106.959,False,PT Surya Bestari Lestari,True,West Java,success,Asia/Jakarta,,1778060134,1778568311.0836,8181,http,113.192.1.154:8181,False,3485.5945110321,4747,30257,13.561307279168,113.192.1.154
True,1778568310.9501,elite,5583.6071844997,1766152765.6132,AS9341 PT INDONESIA COMNETS PLUS,ICONPLN-ID-AP-ISP,Cianjur,Asia,AS,Indonesia,ID,,False,PT Indonesia Comnets Plus,-6.82222,107.139,False,,True,West Java,success,Asia/Jakarta,,1778509174,1778568310.9501,8080,http,43.240.83.70:8080,False,4698.890209198,10500,77876,11.881053679732,43.240.83.70
True,1778565877.6678,elite,2305.1045144813,1776090359.384,AS212706 LIVI HOSTING LTD,LIVI-HOSTING-AS,Amsterdam,Europe,EU,Netherlands,NL,,False,Livi Hosting LTD,52.3759,4.8975,False,ZTV Corp,True,North Holland,success,Europe/Amsterdam,1012,1778508106,1778568310.7986,1080,socks5,93.183.68.41:1080,True,643.57948303223,3030,8815,25.580413676657,93.183.68.41
True,1778567834.608,elite,3677.3079236348,1778566131.051,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778563078,1778568310.7454,33611,http,131.153.163.166:33611,False,5283.4897041321,3,4,42.857142857143,131.153.163.166
True,1778567999.5575,transparent,5914.6621286869,1758087001.3818,AS38165 PT. AMBHARA DUTA SHANTI,ADSNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,ADSNET,-6.22733,106.819,False,,True,Jakarta,success,Asia/Jakarta,,1778509117,1778568310.5673,9595,http,116.12.46.121:9595,False,3284.1567993164,1640,15461,9.5900824513186,116.12.46.121
True,1778568310.5158,transparent,5939.1165975202,1749281244.4741,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Gunungkalong,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,-6.99611,106.798,False,PT Trinity Telekomunikasi Indonesia,True,West Java,success,Asia/Jakarta,,1778568330,1778568310.5158,8080,http,103.188.169.93:8080,False,5116.4493560791,4498,42826,9.504691065844,103.188.169.93
True,1778568310.4748,transparent,7147.0785547338,1740016342.3603,"AS329506 MSBYTE-SOLUTION,LIMITADA",MSBYTE-SOLUTION,Luanda,Africa,AF,Angola,AO,,False,"MSBYTE-SOLUTION, LIMITADA",-8.81466,13.2302,False,"MSBYTE-SOLUTION, LIMITADA",True,Luanda Province,success,Africa/Luanda,,1778510430,1778568310.4748,8080,http,102.207.128.2:8080,False,3124.9108314514,10661,161404,6.1959143346991,102.207.128.2
True,1778568310.205,transparent,5707.8720637596,1750659140.7721,AS140448 PT Acces Prima Nusantara,APRIN-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,False,APRIN,-6.2808,106.9835,False,,True,West Java,success,Asia/Jakarta,17510,1778565579,1778568310.205,1080,http,103.152.238.89:1080,False,8879.8015117645,14226,109556,11.492785703899,103.152.238.89
True,1778567938.8318,elite,5320.9216794056,1778384653.9449,AS215355 Alice Network,AliceNetwork,Tsuen Wan,Asia,AS,Hong Kong,HK,,False,Alice Networks LTD,22.3699,114.114,False,Alice Networks LTD,True,Tsuen Wan District,success,Asia/Hong_Kong,,1778380708,1778568310.0458,444,socks5,91.103.123.248:444,True,13426.534891129,586,182,76.302083333333,91.103.123.248
True,1778568309.6946,elite,10514.196830047,1778462576.539,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778459475,1778568309.6946,25431,http,174.138.165.126:25431,False,17396.159172058,95,255,27.142857142857,174.138.165.126
True,1778568309.4809,elite,9989.2566907601,1778459894.6006,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,False,Arizona,success,America/Phoenix,85036,1778456689,1778568309.4809,20047,http,174.138.165.130:20047,False,5098.0548858643,61,274,18.208955223881,174.138.165.130
True,1778567855.8516,transparent,4311.8771775987,1765044378.4262,"AS22884 TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",TOTAL PLAY TELECOMUNICACIONES SA DE CV,Puerto Vallarta,North America,,Mexico,MX,,False,Total Play Telecomunicaciones SA De CV,20.7421,-105.1882,False,Total Play Telecomunicaciones SA De CV,True,Jalisco,success,America/Mexico_City,48280,1778352527,1778568309.4473,80,http,187.190.127.212:80,False,1338.5183811188,30622,218087,12.312381136187,187.190.127.212
True,1778568309.3661,elite,4924.4742469437,1769018911.0929,AS24940 Hetzner Online GmbH,HETZNER-AS,Frankfurt Am Main,Europe,EU,Germany,DE,,True,Hetzner Online AG,50.094,8.4971,False,Hetzner Online AG,False,Hesse,success,Europe/Berlin,65931,1778359801,1778568309.3661,1052,socks4,91.107.228.234:1052,True,15417.647600174,75366,40964,64.786383563999,91.107.228.234
True,1778567463.988,anonymous,3970.2463194314,1765628499.3635,AS55685 PT Jala Lintas Media,JLM-AS-ID,Caringin,Asia,AS,Indonesia,ID,,False,PT. Jala Lintas Media,-6.70611,106.821,False,,False,West Java,success,Asia/Jakarta,,1778330674,1778568308.8594,3128,http,150.107.140.238:3128,False,4622.8911876678,180503,92905,66.019648291199,150.107.140.238
True,1778568308.7693,elite,10653.047670018,1778460075.9664,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456693,1778568308.7693,8170,http,174.138.165.126:8170,False,13837.944030762,143,246,36.760925449871,174.138.165.126
True,1778568048.6873,transparent,7842.9888665777,1710577713.9122,AS37403 Info-Gro (PTY) Ltd,INFOGRO,Brits,Africa,AF,South Africa,ZA,,False,Info-Gro (PTY) Ltd,-25.6356,27.7849,False,Infogro DSL,True,North West,success,Africa/Johannesburg,0250,1778281310,1778568308.6541,8104,http,196.251.223.54:8104,False,14677.603721619,30169,553848,5.1657742839678,196.251.223.54
True,1778567914.4804,elite,2864.0964805645,1778097835.2801,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778095057,1778568308.6317,1060,http,157.90.10.15:1060,False,34.71827507019,2740,1828,59.982486865149,157.90.10.15
True,1778568308.4131,transparent,6703.0281516495,1750609401.932,AS265598 Servicios y Asesoria Tecnobba S.A.S. de C.V.,Servicios y Asesoria Tecnobba S.A.S. de C.V.,Chihuahua City,North America,,Mexico,MX,,False,Servicios y Asesoria Tecnobba S.A.S. de C.V.,29.0289,-106.6811,False,Servicios y Asesoria Tecnobba S.A.S. de C.V,False,Chihuahua,success,America/Chihuahua,31125,1778082899,1778568308.4131,1985,http,45.184.124.33:1985,False,4198.7013816833,1174,9377,11.126907402142,45.184.124.33
True,1778567699.2839,transparent,5575.4471101522,1764066258.4908,AS141127 PT Anugerah Cimanuk Raya,IDNIC-CDNNET-AS-ID,Jatibarang,Asia,AS,Indonesia,ID,,False,CDN,-6.47472,108.315,False,,True,West Java,success,Asia/Jakarta,,1777978417,1778568308.0339,7777,http,103.158.121.245:7777,False,1914.5085811615,32556,228013,12.494195395461,103.158.121.245
True,1778567275.8238,anonymous,2934.5584623264,1765041973.2443,AS37204 Telone PVT Ltd,TELONE,Harare,Africa,AF,Zimbabwe,ZW,,False,Telone PVT Ltd,-17.8394,31.0543,False,,False,Harare,success,Africa/Harare,,1778500723,1778568307.9818,80,http,41.220.16.215:80,False,1512.0046138763,53645,32059,62.593344534677,41.220.16.215
True,1778568307.7059,transparent,6164.975623569,1776014239.6074,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Makati City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,14.5562,121.0298,False,Philippine Long Distance Telephone Company,True,Metro Manila,success,Asia/Manila,1298,1778434474,1778568307.7059,8081,http,119.93.119.191:8081,False,2159.3489646912,4126,17247,19.304730267159,119.93.119.191
True,1778567661.2139,elite,11795.243839958,1777094332.4033,AS209847 WorkTitans B.V.,THE,Meppel,Europe,EU,The Netherlands,NL,,False,WorkTitans B.V.,52.6921,6.19372,False,WorkTitans B.V,True,Drenthe,success,Europe/Amsterdam,7941,1778301987,1778568307.6864,1081,socks5,94.131.106.231:1081,True,11605.903625488,3565,5802,38.059143802712,94.131.106.231
True,1778568307.6476,transparent,7797.0195726714,1756335542.1513,AS140010 INSTITUT AGAMA ISLAM NEGERI PURWOKERTO,IDNIC-IAINPURWOKERTO-AS-ID,Purwokerto,Asia,AS,Indonesia,ID,,False,Institut Agama Islam Negeri Purwokerto,-7.42139,109.234,False,Institut Agama Islam Negeri Purwokerto,True,Central Java,success,Asia/Jakarta,,1778494985,1778568307.6476,8283,http,103.147.241.2:8283,False,2458.0078125,3230,24827,11.512278575756,103.147.241.2
True,1778568307.596,elite,10949.957738052,1778459874.9266,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,WebQuest Inc,False,Arizona,success,America/Phoenix,85036,1778456692,1778568307.596,23864,http,174.138.165.126:23864,False,3292.9291725159,111,267,29.365079365079,174.138.165.126
True,1778567929.1595,transparent,6337.5321587194,1770849140.528,AS263702 GRUPO ZGH SPA,GRUPO ZGH SPA,Santiago,South America,SA,Chile,CL,,True,Grupo ZGH SpA,-33.4521,-70.6536,False,Grupo ZGH SpA,True,Santiago Metropolitan,success,America/Santiago,34033,1778109435,1778568307.5943,999,http,38.7.195.52:999,False,1606.7020893097,43076,150424,22.26149870801,38.7.195.52
True,1778568307.5897,transparent,6022.6927858432,1753620554.6347,AS142399 PT Zona Kolektif Indonesia,IDNIC-ZKI-AS-ID,Sleman,Asia,AS,Indonesia,ID,,False,ZKI,-7.71556,110.356,False,PT Zona Kolektif Indonesia,False,Yogyakarta,success,Asia/Jakarta,,1777985514,1778568307.5897,8080,http,103.171.255.170:8080,False,7740.7763004303,1989,7624,20.690731301363,103.171.255.170
True,1778020721.779,elite,1278.3965004978,1776079877.9121,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Total Server Solutions L.L.C.,33.9381,-84.4633,False,Assima Inc,True,Georgia,success,America/New_York,30067,1778498184,1778568307.5745,18301,socks5,192.111.135.18:18301,True,3164.6511554718,12980,2579,83.424384600553,192.111.135.18
True,1778568307.2539,elite,3049.8716875378,1776579355.1719,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778392380,1778568307.2539,57540,http,157.90.10.15:57540,False,3079.5676708221,11389,10772,51.392085194711,157.90.10.15
